gene	transcript	GFP1	GFP2	GFP3	NFYA_DN1	NFYA_DN2	NFYA_DN3	PBCAB1	PBCAB2	PBCAB3
zgc:158260	NM_001080053	0.63	0.74	1.26	0.52	0.43	0.07	0.50	1.03	0.91
dhrs3a	NM_001003477	23.22	25.25	20.85	18.20	17.27	14.42	15.89	14.05	16.85
atg16l1	NM_001017854	13.27	11.89	11.81	13.94	12.13	13.93	15.16	14.13	14.49
glmnb	NM_001130629	0.00	0.06	0.00	0.00	0.00	0.06	0.00	0.06	0.06
iqgap3	NM_001308967	21.31	26.73	21.90	19.49	18.57	15.00	30.45	22.47	29.09
ctgfa	NM_001015041	3.74	3.92	16.96	15.52	12.58	3.75	1.93	7.07	3.52
camk2b1	NM_001271393	2.43	2.17	4.26	5.08	4.81	3.50	2.24	3.65	2.50
tmem38a	NM_200900	2.61	3.65	9.90	4.35	2.92	0.91	0.52	2.27	1.02
gapdhs	NM_213094	19.84	18.04	4.88	5.31	3.62	9.62	167.36	12.15	114.19
vcpkmt	NM_001045345	18.66	20.81	18.83	15.52	15.41	11.48	10.40	18.03	12.04
arnt	NM_001007789,NM_001011712,NM_001045271	9.38	13.88	9.91	14.76	14.85	12.89	16.15	15.83	15.62
si:ch211-251b21.1	NM_001144802	0.00	0.05	0.00	0.00	0.00	0.05	0.00	0.00	0.00
efr3a	NM_200827	5.59	6.97	5.25	8.62	7.04	7.49	7.67	7.53	7.90
dhps	NM_213222	14.92	15.70	18.08	13.95	12.87	9.44	12.37	15.64	12.94
fgfr4	NM_131430	163.11	167.09	113.30	124.59	140.03	176.29	272.21	166.66	235.54
mir19a	NR_030015	0.00	0.00	1.87	0.00	0.00	0.00	0.00	0.00	0.00
trim35-30	NM_001083070	0.86	0.75	0.50	0.98	0.59	1.19	0.94	1.50	1.08
zgc:172339	NM_001111177	0.20	0.33	0.20	0.33	0.61	0.83	0.05	0.12	0.26
tmem234	NM_001243151,NM_001243152,NM_001243153	2.89	3.54	4.65	4.65	3.90	4.27	4.29	4.92	6.19
sp9	NM_212960	32.88	33.39	20.29	23.80	24.44	27.49	41.81	27.32	36.31
cotl1	NM_200012	50.08	44.31	50.86	33.74	29.68	23.33	22.86	30.26	24.54
serpinb1	NM_001002653	3.82	4.12	6.76	8.18	7.03	5.60	5.49	6.15	5.10
rbm39a	NM_001012304	202.09	196.58	174.67	176.54	192.00	202.79	233.93	197.82	218.49
si:dkey-9i23.5	NM_001145609	0.00	0.13	0.13	0.00	0.00	0.27	0.00	0.27	0.14
lysmd3	NM_001002104	35.30	34.93	41.78	41.97	39.76	40.12	32.58	41.52	38.43
slc24a4a	NM_001017770	0.00	0.05	0.00	0.15	0.05	0.00	0.11	0.15	0.00
dstyk	NM_205627	53.94	54.97	44.02	48.85	45.28	49.76	66.95	43.11	60.91
dpf3	NM_001111169	1.38	2.01	3.05	2.26	1.34	1.12	1.20	2.00	1.57
dpf2	NM_001007152	15.54	18.00	16.54	21.13	19.42	21.41	21.29	19.94	21.61
fkbp2	NM_001004677	86.59	85.59	121.53	85.24	92.26	86.49	57.50	109.79	77.68
atp6v1e1b	NM_173254	80.19	73.17	74.17	100.12	95.25	100.37	65.97	77.50	67.38
smn1	NM_131191	70.05	64.89	64.58	53.38	49.02	46.69	52.81	58.85	57.78
tspan4a	NM_001002348	9.11	10.11	9.10	11.84	10.74	8.93	5.27	8.40	7.95
dnmt3bb.2	NM_131386	153.41	161.33	144.07	119.14	132.79	138.24	165.07	168.55	169.40
nenf	NM_001037704	29.32	30.30	33.34	32.09	33.31	30.78	24.65	33.13	25.57
rimkla	NM_001004554	141.55	150.13	119.84	125.92	120.80	154.50	289.52	136.09	236.88
tbc1d15	NM_001172625	21.65	20.74	18.97	19.37	18.29	23.00	25.48	18.94	23.18
dctn1a	NM_001077212	11.71	13.26	11.44	12.63	14.12	20.70	16.71	14.56	16.40
slc48a1b	NM_200006	11.60	11.55	14.95	14.86	13.22	13.38	11.10	14.78	12.02
si:dkeyp-2e4.6	NM_001130654	3.99	6.66	4.73	5.15	6.04	4.16	6.10	6.67	2.26
mnx2b	NM_001009887	9.91	10.29	8.68	9.47	5.72	8.58	13.54	13.77	13.56
arpc5a	NM_194378	82.63	90.94	110.61	97.60	97.37	81.95	75.54	104.35	79.98
ta	NM_131162	133.43	147.12	115.92	156.23	155.86	194.09	327.69	143.29	277.61
mir430a-4	NR_039280	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.00
snap47	NM_001045437	9.82	11.51	7.54	10.92	9.59	9.91	8.54	8.65	7.88
ldha	NM_131246	19.84	20.29	9.65	10.84	11.37	63.88	98.72	12.98	73.37
lmbrd2a	NM_001017576	12.63	14.25	13.38	23.38	20.62	17.45	15.13	15.06	14.24
plppr5a	NM_001128369	0.44	0.23	0.11	0.12	0.34	0.81	1.72	0.46	0.48
tgfbr1b	NM_001115059	16.98	25.71	15.79	23.55	22.28	19.72	31.45	19.69	30.25
mid1ip1b	NM_200832	5.93	3.96	5.77	6.09	9.30	5.20	3.55	9.15	7.98
hspa5	NM_213058	257.91	249.09	316.73	348.95	329.24	269.42	170.63	333.44	208.36
zgc:110283	NM_001017605	35.80	34.24	44.49	33.41	29.36	24.57	19.69	26.92	17.48
rpz4	NM_001017910	8.94	11.57	12.27	10.62	8.07	7.14	10.20	9.53	9.23
st6galnac3	NM_212625	3.46	5.69	5.53	6.81	4.77	4.50	3.55	4.83	3.72
bach1b	NM_001020663	11.75	12.96	10.24	14.40	12.03	19.84	22.32	10.97	18.35
vsg1	NM_001030244	1.08	0.54	0.56	2.00	1.38	0.80	0.43	1.18	0.39
slc22a4	NM_200849	0.06	0.25	0.29	0.49	0.24	0.18	0.07	0.12	0.00
wbp2nl	NM_199710	64.85	53.28	61.37	107.29	100.59	105.34	56.75	67.42	60.29
noxo1a	NM_001077584	61.27	65.57	42.24	265.81	320.03	518.93	54.93	53.57	53.19
dtnbp1a	NM_201134	7.21	7.03	9.32	8.71	9.30	9.36	8.30	11.45	7.95
b4galt5	NM_001045332	0.00	0.15	0.07	0.31	0.46	0.15	0.00	0.08	0.00
mir1788	NR_030651	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
cars	NM_001118900	31.60	31.16	42.17	35.46	31.19	20.33	22.20	34.89	25.29
nog3	NM_130982	0.31	0.16	0.15	3.26	1.12	1.78	0.19	1.13	0.33
slc28a1	NM_001081497	1.01	1.51	1.00	0.80	0.99	0.95	0.98	0.70	0.88
mir7a-3	NR_029994	0.00	0.00	0.00	0.00	0.00	1.23	0.00	0.00	0.00
slc43a1b	NM_001083000	3.02	4.34	4.30	5.12	4.78	2.77	3.13	3.28	3.35
tnnt2d	NM_001025179	0.54	0.00	0.11	0.00	0.33	0.00	0.39	0.11	0.23
fbxo30b	NM_200432	6.73	7.93	8.66	9.95	8.02	7.39	5.52	10.73	5.95
scg2b	NM_001077748	0.00	0.00	0.04	0.00	0.00	0.12	0.05	0.00	0.00
aqp7	NM_199910	0.00	0.29	0.09	0.69	0.48	0.10	0.11	0.19	0.10
zgc:171977	NM_001102647	3.38	4.83	2.73	5.47	5.41	5.47	5.10	3.55	5.95
calua	NM_001002151,NM_001317392	41.91	43.43	62.78	41.97	40.28	30.46	25.51	42.43	32.83
zgc:193811	NM_001130773	2.61	3.69	4.75	2.08	1.39	1.97	1.73	2.26	2.33
scfd1	NM_182861	54.47	58.49	54.57	67.18	68.53	78.24	56.83	57.57	55.27
cab39l	NM_001007327	58.09	60.51	61.95	63.62	63.66	57.74	63.76	71.81	64.08
usp20	NM_200987	4.12	3.82	4.64	4.98	4.43	4.18	4.37	4.98	3.53
mrc1b	NM_001310844	0.47	0.44	0.40	0.39	0.46	0.79	0.29	0.72	0.57
ube2d4	NM_001089453	2.10	2.21	2.15	2.84	2.72	2.51	1.51	2.83	2.72
mtf2	NM_001045264	33.40	36.42	33.83	34.26	31.19	36.94	44.16	39.30	43.99
sord	NM_001172419	18.85	20.91	38.44	42.97	38.05	26.75	15.28	45.25	20.14
elk3	NM_001030108	15.82	15.54	22.00	26.35	24.90	14.85	9.52	15.82	12.67
atp6v1aa	NM_201135	31.12	32.74	38.01	50.43	45.97	43.34	25.89	35.33	28.52
si:ch211-201h21.5	NM_001030089	1.69	1.31	2.13	1.31	2.11	1.12	0.43	1.30	1.15
tmem53	NM_001002637	7.14	4.94	7.57	9.48	9.05	9.16	5.08	6.55	5.66
sec61a1l	NM_201577	263.72	265.40	235.86	355.79	373.37	427.81	291.29	324.50	305.18
nitr7a	NM_001115088	0.18	0.57	0.72	0.57	0.19	0.37	0.00	0.19	0.00
zdhhc17	NM_001128382	9.77	11.01	9.44	13.05	10.44	12.24	13.02	13.93	12.89
bbs2	NM_152887	9.69	11.06	13.18	8.00	6.48	6.72	5.10	11.54	6.27
rnpep	NM_001002741	12.01	11.40	18.87	10.12	10.35	6.50	7.23	17.49	9.38
yy1a	NM_212617	85.39	83.24	75.32	64.72	69.82	67.67	82.80	83.07	82.20
pdgfaa	NM_194426	38.74	44.38	46.76	32.51	26.78	21.46	19.15	41.23	25.24
cd74a	NM_131590	0.09	0.19	0.35	0.19	0.27	0.09	0.11	0.09	0.10
agmo	NM_212883	1.09	0.33	0.47	1.26	1.77	1.57	0.87	1.03	0.90
zgc:73359	NM_200837	0.60	0.31	0.59	0.31	1.23	0.00	0.36	1.25	0.32
lactb2	NM_212884	3.24	7.11	5.57	15.17	14.87	12.90	6.71	7.39	6.67
rilpl1	NM_001079664	3.08	3.88	4.64	3.88	4.44	3.49	3.27	5.70	3.41
or115-15	NM_131083	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ppcs	NM_001045240	4.96	5.20	8.22	8.33	9.61	6.20	3.46	6.30	2.85
lyrm5b	NM_001159975	11.78	8.80	9.19	9.06	8.96	9.39	7.47	10.29	6.63
srrd	NM_001045427	13.68	13.67	17.80	10.11	12.12	9.04	12.77	11.21	14.99
rom1b	NM_201014	0.00	0.07	0.06	0.00	0.07	0.00	0.00	0.00	0.00
prph2l	NM_001111194	0.67	0.32	0.61	0.59	0.58	0.27	0.12	0.16	0.39
btg1	NM_200020	162.80	185.14	172.87	219.70	215.83	205.02	200.77	198.03	208.93
wnt2	NM_130950	0.14	0.00	0.14	0.07	0.35	0.57	0.16	0.07	0.22
cdc23	NM_200933	39.04	37.91	38.23	38.09	41.05	47.88	54.91	50.00	47.93
mybphb	NM_001100137	20.72	20.73	39.51	25.99	22.92	14.93	9.15	28.00	10.52
lmo4b	NM_212689	73.50	74.31	80.27	77.37	71.98	71.65	78.60	82.01	80.85
cox5aa	NM_001024403	262.85	247.17	265.42	252.14	291.37	259.54	221.19	260.13	213.62
ppm1ab	NM_001161332	3.36	3.05	4.23	3.90	3.04	2.88	3.06	3.81	4.28
glulc	NM_001075114	0.06	0.00	0.00	0.20	0.00	0.13	0.08	0.00	0.00
gpr182	NM_001020478	0.70	0.22	1.11	0.88	0.64	0.51	0.25	0.65	0.45
msl2b	NM_001163313	26.46	29.68	23.33	21.94	23.07	25.71	38.85	25.90	33.15
lrit1b	NM_001042753	0.32	0.24	0.21	0.19	0.69	0.65	0.32	0.70	0.14
nup88	NM_001020466	59.86	63.66	60.91	53.47	56.02	56.58	60.59	68.53	61.15
ddb2	NM_001083061	16.64	20.14	16.39	19.47	20.58	22.93	20.47	16.79	16.66
mir203b	NR_030115	0.00	2.13	2.02	0.00	0.00	0.00	0.00	0.00	0.00
sf3b4	NM_153661	545.74	542.35	484.79	535.81	550.66	583.50	566.80	534.26	564.38
cox15	NM_201206	12.23	11.42	13.44	13.65	14.17	11.22	11.75	14.50	13.93
zgc:162969	NM_001089408	0.49	0.39	0.18	0.26	0.95	0.64	0.66	1.22	0.53
si:ch211-108c6.2	NM_001030130	0.00	0.17	0.17	0.09	0.09	0.09	0.00	0.13	0.09
ethe1	NM_212929	3.48	5.17	3.46	9.29	7.92	10.36	8.60	3.63	8.28
map2k4b	NM_001089421	66.26	64.22	56.63	61.72	59.07	68.08	101.32	55.36	84.36
dars	NM_001077611	102.13	104.79	113.84	100.96	104.79	104.81	109.76	92.98	103.35
zgc:63470	NM_200448	18.79	17.68	16.00	16.27	18.79	16.56	21.15	18.79	21.83
notum1b	NM_001002644	3.21	3.64	3.96	3.23	4.83	6.11	2.39	5.46	2.65
tbcb	NM_212775	59.62	60.57	75.46	80.35	85.20	73.05	42.87	67.96	52.89
zgc:66449	NM_199801	0.18	0.38	0.09	0.48	0.66	0.67	0.00	0.77	0.20
skiv2l2	NM_214768	102.25	106.08	101.93	87.49	91.52	100.18	115.63	100.43	114.70
aldocb	NM_194384	13.70	15.24	3.13	2.94	2.88	20.78	83.42	3.95	59.51
pparaa	NM_001161333	0.61	0.99	0.87	1.28	1.06	0.79	0.95	0.40	0.84
mrpl9	NM_001100044	29.13	32.05	36.58	35.04	36.80	31.44	28.46	35.91	26.59
slc25a27	NM_200341	3.51	4.64	4.49	3.25	2.58	1.65	1.70	3.75	2.79
blmh	NM_200018	94.73	92.75	103.82	123.47	124.40	114.97	67.40	102.77	77.71
pde12	NM_001045288	14.27	12.58	17.10	21.92	23.94	28.01	9.91	22.92	14.73
hic1l	NM_131483	43.17	51.44	40.32	49.27	54.65	63.57	71.73	52.06	65.34
csnk1g2b	NM_001045850,NM_001290336	42.73	47.93	45.32	45.42	47.99	46.33	32.80	48.76	37.24
rsad1	NM_001083557	1.62	1.91	3.21	1.70	1.94	1.75	2.02	2.32	2.03
zgc:162707	NM_001089454	3.96	4.15	2.49	2.97	2.41	1.69	2.32	3.55	3.83
acvrl1	NM_153643	10.21	10.67	8.86	9.70	9.17	10.26	6.68	9.30	8.18
mtmr8	NM_200394	15.75	16.33	13.44	11.43	10.72	13.77	25.41	18.42	21.08
uri1	NM_001030145	90.44	90.06	86.78	77.64	83.67	87.63	112.08	97.04	108.72
alg6	NM_001003784	26.65	25.17	32.58	31.08	29.51	30.90	18.10	29.33	24.91
mrpl36	NM_001099257	200.22	184.69	209.79	217.39	219.41	193.71	137.06	188.19	150.58
anapc15	NM_001045450	22.97	23.90	21.49	26.09	24.17	18.27	19.77	22.03	21.81
card9	NM_001110285	1.41	1.70	3.17	1.87	2.15	2.56	1.38	2.40	1.35
irx7	NM_131881	155.14	149.63	96.49	172.07	184.40	260.03	336.82	150.37	281.22
rab39bb	NM_001080023	2.66	2.54	2.88	4.19	3.23	2.03	1.42	1.79	1.48
zgc:173693	NM_001130657	17.44	19.11	23.84	20.95	24.51	25.36	26.64	23.90	27.71
pmelb	NM_001033918	0.18	0.19	0.36	0.34	0.28	0.33	0.38	0.67	0.69
zdhhc13	NM_001008650	19.33	21.23	21.10	24.06	25.35	30.69	34.89	28.92	33.12
fbxw11b	NM_213504	40.05	40.56	51.02	46.93	47.29	44.50	33.28	52.21	38.40
fam84a	NM_200618	9.77	10.35	10.75	10.26	10.22	10.29	15.73	13.33	14.70
morc2	NM_001003994	121.55	136.24	111.05	125.33	128.77	147.87	154.04	115.86	148.68
gnsa	NM_001030208	17.69	16.97	14.68	16.92	15.75	12.45	15.19	13.68	13.74
kita	NM_131053	2.47	3.65	2.52	3.66	4.00	3.72	6.30	4.55	5.18
crb3a	NM_001045322	1.78	2.65	2.90	2.64	2.74	1.94	1.99	2.27	2.17
rbfox1	NM_001005596	0.35	0.27	0.61	0.09	0.00	0.09	0.10	0.46	0.47
pmaip1	NM_001045474	10.76	10.73	9.06	22.96	21.08	26.95	12.99	12.77	14.20
myhz1.2	NM_001161446	0.00	0.05	0.00	0.02	0.03	0.00	0.07	0.06	0.00
glra3	NM_152965	0.00	0.00	0.04	0.04	0.04	0.22	0.00	0.18	0.05
amdhd2	NM_205681	35.52	32.12	32.23	51.73	43.76	50.33	29.16	40.46	30.99
rhogd	NM_200680	3.81	3.67	4.04	4.53	5.33	6.00	5.09	6.33	5.63
zgc:113294	NM_001013549	10.13	9.21	8.04	8.98	7.71	8.66	9.29	7.77	9.74
adipor1a	NM_001002467	17.82	20.18	19.81	18.56	17.35	18.58	17.44	19.62	16.45
fus	NM_201083	65.09	62.88	44.97	52.27	60.75	87.29	94.14	48.22	80.73
lrrc10	NM_001009559	0.11	0.22	0.31	0.55	0.22	0.33	0.00	0.22	0.00
brd4	NM_001111281	74.97	84.40	55.09	69.20	64.18	77.28	129.11	81.91	114.77
zgc:153606	NM_001077147	26.30	27.95	22.25	30.64	23.91	27.49	32.63	32.03	32.73
erp44	NM_200892	91.13	89.11	84.28	81.02	84.03	76.21	84.91	77.40	82.67
cisd1	NM_200605	33.21	33.14	28.62	32.46	26.37	10.39	16.99	19.79	19.29
ap3s1	NM_001005964	40.00	36.03	38.24	39.38	40.54	41.69	36.31	45.02	37.02
eif1axa	NM_001006082	149.36	135.20	177.70	172.69	175.27	150.04	120.71	137.48	122.89
chd1l	NM_200313	9.63	10.52	12.62	10.25	9.65	9.23	14.16	11.43	13.10
zgc:174972	NM_001114452	5.26	4.93	5.32	8.14	7.15	7.65	3.91	8.80	5.02
wnt3a	NM_001007185	7.15	9.54	5.36	6.63	4.69	7.84	8.34	9.41	13.20
slc8a2b	NM_001123284	2.79	3.75	1.95	9.84	6.53	6.58	6.80	5.99	5.24
wasb	NM_199938	1.51	1.64	0.52	1.28	1.14	0.73	1.11	0.73	2.06
fam60al	NM_198825	54.92	59.07	60.12	52.10	60.27	54.38	61.36	62.40	63.25
slc30a5	NM_001002322	24.08	24.62	27.46	29.57	29.30	25.68	19.29	26.96	22.86
znf131	NM_200505	29.09	30.89	27.11	23.28	27.33	24.06	24.81	28.96	25.51
prlrb	NM_001113500	0.52	0.71	0.37	0.94	0.69	0.62	0.90	1.02	0.81
fgg	NM_213054	5.71	6.65	13.97	3.17	3.50	1.94	0.84	8.77	3.87
smyd4	NM_001076594	11.07	10.56	11.51	10.32	9.74	9.12	10.23	9.70	10.36
zgc:91940	NM_001002669	14.27	14.96	14.66	13.94	15.03	14.18	13.44	18.36	16.58
scg5	NM_200726	7.32	4.92	3.91	5.51	3.94	3.19	0.13	0.68	0.12
bglapl	NM_001291889	0.75	0.85	0.28	0.50	0.81	0.33	0.55	0.19	0.72
cldnd1a	NM_199961	14.44	11.77	13.47	14.06	15.78	16.85	12.69	13.26	13.25
agt	NM_198063	2.06	1.91	0.48	4.07	3.12	4.36	1.23	1.33	1.37
grin2bb	NM_001128337	0.12	0.15	0.09	0.11	0.13	0.06	0.11	0.13	0.11
rps6	NM_001003728	3119.50	3000.44	3423.08	2610.88	2721.06	2453.22	2830.14	2930.57	2769.43
ncl1	NM_207057	63.03	63.09	70.74	81.93	76.15	64.77	57.94	65.57	54.87
mettl13	NM_001044769	13.78	13.45	19.09	7.96	8.94	6.47	10.49	16.73	10.87
zgc:66426	NM_200527	0.19	0.27	0.58	0.20	0.33	0.27	0.23	0.40	0.42
htr1d	NM_001145686	0.79	1.01	0.35	0.83	0.81	0.27	2.94	1.37	2.83
casq1a	NM_001003620	0.38	0.50	0.76	0.59	0.93	0.70	0.16	0.56	0.28
impa1	NM_001002745	14.29	14.81	17.18	18.56	17.70	14.55	12.76	20.14	13.74
chchd3a	NM_001309796,NM_214804	2.76	2.65	4.03	3.16	4.52	5.76	3.53	2.13	3.50
stx2a	NM_001003561	5.89	5.14	7.92	6.81	5.63	5.85	8.03	7.66	8.22
stk11	NM_001017839	51.44	47.37	41.51	46.41	51.16	55.64	57.71	48.02	53.77
arhgap29b	NM_200111	11.07	13.05	14.54	11.08	9.72	10.42	12.16	11.15	12.15
si:ch211-51a19.5	NM_001083092	9.34	7.54	5.34	4.49	6.62	6.02	14.53	7.03	12.36
si:dkeyp-59c12.1	NM_001044330	3.80	7.10	4.27	4.86	4.08	4.31	2.18	7.25	3.92
znf740b	NM_001076631	37.13	38.87	43.47	37.56	38.08	36.18	48.23	41.25	52.84
or105-1	NM_001089442	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
zgc:152951	NM_001077176	1.43	1.11	1.86	1.90	0.58	1.23	0.75	2.27	1.21
tmem199	NM_001105597	24.66	28.48	29.20	40.11	40.00	51.07	35.16	26.43	33.73
zgc:174710	NM_001114702	28.03	26.77	27.57	22.54	24.66	26.36	36.16	39.51	36.16
rgs8	NM_001002531	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00
zmynd19	NM_183069	41.86	39.77	53.25	40.03	42.06	32.79	30.25	50.93	37.85
tusc2b	NM_001002402	40.15	37.43	50.60	53.72	52.37	50.60	24.40	50.18	34.10
thoc2	NM_001003847	74.54	82.70	77.15	62.85	66.56	69.63	101.19	87.20	100.22
slc30a4	NM_200643	9.57	7.68	8.91	10.90	11.11	10.23	10.61	9.74	9.57
chmp2ba	NM_001123297	0.47	0.49	0.16	0.33	0.32	0.16	0.19	0.33	0.34
foxl1	NM_200984	0.86	1.30	0.81	1.76	1.11	1.74	0.58	1.07	0.58
rit1	NM_001128781	5.38	7.32	8.40	8.41	8.09	7.89	13.77	9.42	13.64
esf1	NM_199745	83.81	85.10	89.03	85.81	90.48	85.95	76.05	76.91	79.47
egfl7	NM_001040385	4.11	3.91	9.24	8.32	7.69	1.43	0.27	3.50	1.23
ticrr	NM_001003887	24.69	28.38	25.51	18.80	19.62	21.90	42.54	29.14	38.64
fahd2a	NM_212918	130.62	141.74	190.07	235.87	192.07	136.29	63.16	154.02	85.97
abrab	NM_001003986	3.37	3.43	2.68	4.36	3.14	3.55	4.24	3.72	3.67
xpnpep3	NM_207079	18.29	21.46	19.69	22.21	23.17	20.38	15.05	23.70	18.08
nol11	NM_001030063	66.45	71.23	75.17	64.72	65.08	67.22	77.05	75.72	75.58
kdm5bb	NM_001002166	133.95	142.19	104.73	114.76	116.38	138.68	183.21	103.35	154.94
zgc:85944	NM_001002109	23.89	28.05	28.88	24.87	25.63	19.95	24.31	22.46	24.46
amotl2a	NM_001080177	72.87	84.90	87.58	112.44	105.89	120.07	109.64	95.34	108.71
eif4e3	NM_001004589	18.62	19.52	21.65	23.01	22.63	21.23	20.64	22.76	19.13
actb2	NM_181601	5618.15	6066.48	5451.60	6426.28	6268.65	6326.49	5630.01	5289.27	5528.78
zdhhc3b	NM_001077757	30.22	35.29	30.83	35.78	34.26	35.46	39.12	39.00	39.74
zgc:113201	NM_001020775	6.00	7.04	8.27	8.24	7.86	9.34	6.52	7.32	7.93
acy3.1	NM_001145361	7.46	9.40	6.75	9.86	9.21	6.99	9.21	9.18	8.34
spns1	NM_153663	55.83	56.54	64.64	77.70	75.17	78.50	46.17	66.54	53.69
fam20b	NM_001044818	11.15	11.21	11.99	9.38	10.87	8.89	10.43	12.96	11.91
lmbrd1	NM_001008612	13.29	15.59	13.39	13.01	14.96	11.84	15.20	14.68	13.25
fam8a1b	NM_001017551	14.39	13.69	14.95	15.97	14.29	13.68	13.50	13.76	13.76
ppp1r3ca	NM_001002376	47.39	49.91	29.61	43.26	44.69	86.10	99.34	41.04	85.60
dpysl3	NM_001020512	3.17	3.17	6.77	2.93	2.26	1.26	2.06	4.38	2.11
npdc1a	NM_001128783	8.04	5.85	6.73	11.02	9.23	8.20	5.67	7.68	5.83
fsta	NM_131037	61.45	63.33	51.36	47.20	45.55	50.02	67.80	45.27	63.27
tbl2	NM_212767	62.08	60.32	69.48	78.24	78.58	72.01	43.35	74.15	54.31
kcnj1a.1	NM_201035	0.72	0.70	0.28	0.23	0.20	0.12	0.40	0.63	0.42
gm2a	NM_001017831	109.29	106.90	96.77	128.25	122.58	117.69	71.09	98.17	73.55
irgf1	NM_001114698	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
mych	NM_001126109	161.50	162.38	162.06	165.22	169.52	161.69	161.25	164.13	161.49
mepce	NM_001128529	20.72	21.32	20.14	23.74	23.14	23.51	15.59	19.02	16.60
carhsp1	NM_200562	189.84	188.27	137.79	147.78	160.39	189.08	332.28	178.10	302.21
zgc:56699	NM_212833	122.83	115.32	125.08	133.24	145.86	198.42	132.29	133.75	141.77
map1lc3a	NM_214739	38.81	44.30	41.50	56.79	61.37	52.49	44.07	46.37	46.82
ckbb	NM_173222	22.67	23.39	21.29	19.37	21.82	25.10	15.69	15.14	15.77
mybl2a	NM_001309826	15.82	15.84	16.58	14.97	15.12	15.78	15.37	17.63	17.92
pcmt	NM_131465	56.92	58.15	69.10	64.27	60.39	56.19	46.21	67.01	52.19
slc9a3.2	NM_001113479	0.54	0.75	0.64	0.38	0.66	0.48	0.77	0.52	0.81
birc6-as2	NR_125794	0.51	0.30	0.50	0.45	0.30	0.30	0.00	0.15	0.00
fshr	NM_001001812	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
tmem144a	NM_001003999	2.73	2.81	3.99	3.23	4.03	3.25	2.97	3.41	2.72
fam219ab	NM_001020763	0.50	0.21	1.49	0.10	0.51	0.42	0.48	0.94	0.32
asna1	NM_001002298	38.83	40.74	49.53	43.92	43.78	42.55	45.61	53.53	45.11
ppp5c	NM_001014350	84.21	95.74	101.11	92.32	91.98	94.03	97.09	108.69	97.00
drgx	NM_001037105	5.48	6.87	7.11	5.13	3.68	2.48	1.28	9.20	3.85
rxrga	NM_131217	9.08	11.70	13.03	9.04	8.49	10.17	15.31	8.28	11.63
thraa	NM_131396	3.51	3.10	3.31	3.73	2.81	3.23	2.89	2.80	2.94
pde10a	NM_201102	1.14	0.81	1.23	0.53	0.97	1.15	1.04	1.40	1.41
bsk146	NM_212841	0.27	0.58	0.33	0.69	0.87	0.69	0.26	0.69	0.00
htatsf1	NM_201203	85.14	83.42	88.67	74.80	72.75	77.88	70.44	77.74	74.76
rad51b	NM_213412	2.34	2.87	3.32	2.46	2.00	1.82	2.86	3.38	3.43
prkacba	NM_201023	36.21	38.97	33.77	59.60	55.84	59.24	43.97	43.41	43.33
abcg1	NM_001110454	0.27	0.26	0.41	0.33	0.31	0.60	0.97	0.34	0.69
apoda.1	NM_001076582	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
nkx6.2	NM_001135784	37.67	41.33	30.62	23.89	24.10	24.85	37.82	32.04	35.75
tceb2	NM_001142954	196.38	208.73	214.62	210.50	219.31	204.40	154.67	211.11	178.85
dtymk	NM_001037110	47.75	45.37	57.37	53.71	57.63	56.71	39.25	45.69	44.27
pdss1	NM_001017656	19.04	20.74	21.37	26.50	22.24	21.08	13.13	20.79	14.97
irak1bp1	NM_001020771	33.62	28.19	25.41	20.68	17.90	21.62	37.39	26.27	31.55
or127-1	NM_001128404	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
uchl5	NM_213084	93.82	95.98	114.92	103.20	105.90	103.71	65.36	104.19	77.51
tgfb2	NM_194385	3.35	5.49	6.59	6.10	4.46	4.94	5.39	5.98	5.37
gphnb	NM_001172400	0.12	0.00	0.12	0.18	0.00	0.12	0.28	0.12	0.19
c1qtnf5	NM_001029953	0.00	0.00	0.09	0.20	0.10	0.00	0.00	0.00	0.00
ctgfb	NM_001102573	0.06	0.00	0.00	0.07	0.00	0.00	0.08	0.00	0.00
ndrg3b	NM_199797	22.65	21.82	28.89	30.15	29.56	24.72	16.30	28.54	21.27
commd8	NM_001077718	22.62	24.92	35.99	27.14	26.01	18.55	15.00	25.66	13.36
pnp6	NM_205655	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.17	0.06
taf1a	NM_001045274	25.78	26.28	27.13	25.46	27.22	30.78	24.41	28.78	26.75
rabl2	NM_001044963	24.61	26.72	25.84	18.44	19.99	17.75	21.76	27.04	24.96
cry1ba	NM_001313822,NM_131791	79.59	84.58	86.51	84.28	84.32	86.88	105.48	86.98	99.89
hsd17b12a	NM_200881	73.96	65.72	49.55	117.04	112.78	225.98	92.22	64.56	93.15
